Matrix-K,Diamond-lambda,ITC,V,D_eq,Matrix-E,Matrix-JC-A,Matrix-JC-B,Matrix-JC-m,Interface-E,Interface-eta,Interface-t,effective-K,effective-a,CTE_list
175.8530452,179.6395361,194.4924255,0.040544065,0.783252296,69374.49842,46.61086425,128.5676129,0.438568129,488157.9997,1.806476047,0.000503504,173.4581942,2.24E-05,"[-1.51598952994803e-09, 2.22942819677729e-05, 2.22957758391533e-05, 2.22998230535051e-05, 2.23350107041462e-05, 2.23972262396658e-05, 2.24282690848303e-05, 2.24474604370822e-05, 2.24609788856955e-05, 2.24707103373177e-05, 2.24785913409994e-05]"
150.1835096,477.0450034,484.2469069,0.137538866,0.817208967,70959.25079,56.29447823,130.0539577,0.429741395,469368.2131,1.817860904,0.000227306,157.6110634,1.99E-05,"[-7.24422646036864e-09, 1.95068580844248e-05, 1.95208859187636e-05, 1.95478160575871e-05, 1.96108300797923e-05, 1.97806614668686e-05, 1.99609720143662e-05, 2.00544617018954e-05, 2.01140078864983e-05, 2.01592340862344e-05, 2.01955587642919e-05]"
174.8233629,390.5189842,199.909168,0.234720136,0.851883373,69015.1809,41.54543386,135.6085586,0.748932876,413755.5867,2.643593247,0.000721859,154.38238,1.74E-05,"[8.84766266522617e-09, 1.66174587188464e-05, 1.66759181295929e-05, 1.68218577690402e-05, 1.71991660597113e-05, 1.75411575544532e-05, 1.76868205842185e-05, 1.77794016750798e-05, 1.78457522714272e-05, 1.7894105966407e-05, 1.7930490279641e-05]"
143.9753429,54.58927735,4060.418269,0.175620789,0.264940143,69412.83143,32.67251227,101.3955706,0.394759712,382540.7572,2.032499966,0.000474863,178.1804144,1.90E-05,"[-7.17193134693274e-09, 1.8282700833437e-05, 1.835423896554e-05, 1.85656732128049e-05, 1.88961591123937e-05, 1.90539384897585e-05, 1.91404070753253e-05, 1.91989011114284e-05, 1.92408898236665e-05, 1.92722236606549e-05, 1.92965183921669e-05]"
164.145818,271.2492022,55009.96944,0.409275255,0.024798181,70664.09729,45.53846061,108.4466685,0.269980645,200501.9097,2.360420696,0.000531703,191.4526625,1.29E-05,"[-1.10470540289062e-08, 1.21009875701018e-05, 1.21371164185746e-05, 1.22590942500893e-05, 1.24571275837951e-05, 1.27553752382554e-05, 1.30687214155003e-05, 1.32836531721862e-05, 1.34210238653584e-05, 1.35158219886101e-05, 1.35859812564337e-05]"
155.225816,445.3817937,688.4060867,0.044196074,0.657704639,70353.48175,51.66056546,117.690348,0.715839054,309393.8146,2.16472464,0.000950715,157.2595366,2.24E-05,"[4.53118140021038e-09, 2.22983637022031e-05, 2.22992100327202e-05, 2.23019639983493e-05, 2.23242070125488e-05, 2.24010870954154e-05, 2.2440798061393e-05, 2.24581148135085e-05, 2.24732438721214e-05, 2.24852181027122e-05, 2.24940515284515e-05]"
233.8568987,251.1044581,335.7572671,0.345832995,0.941348621,69967.99178,61.00996966,137.7249165,0.464616892,441511.2079,2.280415391,0.000960405,213.5486475,1.43E-05,"[4.49917368684184e-09, 1.35692523536549e-05, 1.36126950288481e-05, 1.37308944019501e-05, 1.38918533721863e-05, 1.41158080522146e-05, 1.44356916702537e-05, 1.47116045953442e-05, 1.48788885353767e-05, 1.49838483424198e-05, 1.50578573103881e-05]"
135.0794905,302.4827528,74822.88141,0.353303941,0.797484583,69295.04721,67.00143155,138.5137459,0.54162001,338609.9187,1.733612569,0.000169938,308.3021186,1.40E-05,"[-4.33093222150485e-09, 1.33357635134922e-05, 1.33792312909012e-05, 1.34940664616336e-05, 1.36413023087332e-05, 1.38130860928514e-05, 1.40693830221299e-05, 1.43682796268944e-05, 1.45816067263846e-05, 1.4710611500827e-05, 1.47957519272582e-05]"
157.967629,149.7669024,986.3824072,0.147406728,0.246603033,69690.75418,39.81748716,111.8242979,0.474705351,286530.6383,1.696149936,0.000434289,155.4777485,1.98E-05,"[-7.74551636688773e-09, 1.9340418737248e-05, 1.93666559668591e-05, 1.94462779476393e-05, 1.96918259170425e-05, 1.98748161187202e-05, 1.99586096137208e-05, 2.00138841357364e-05, 2.00526386583886e-05, 2.00815419299137e-05, 2.01037569756895e-05]"
207.2798761,425.0038894,52588.70693,0.411410062,0.743778168,70725.36676,31.83047846,114.1091627,0.70321766,370795.8785,2.463582629,0.000780078,447.7940152,1.30E-05,"[5.45551993367413e-09, 1.17119462932571e-05, 1.1985597165494e-05, 1.24947192770834e-05, 1.30336260234694e-05, 1.32818652740854e-05, 1.3388941303198e-05, 1.34542930568837e-05, 1.35007737553811e-05, 1.3535639842507e-05, 1.35623431825066e-05]"
219.4942427,119.9627157,87817.02432,0.179933809,0.4495166,70504.81889,49.54227127,103.4452524,0.512831816,235045.6733,2.217153971,0.000616219,320.9672179,1.86E-05,"[6.38020432429762e-09, 1.80704143504335e-05, 1.81045781357591e-05, 1.8178390215191e-05, 1.83394916576846e-05, 1.86222492758927e-05, 1.87984199641868e-05, 1.88865055336825e-05, 1.89472398053811e-05, 1.89924854449552e-05, 1.90274529320023e-05]"
188.2929383,163.732663,29246.94692,0.432872528,0.521646224,69196.15777,63.56572287,122.2720936,0.600430216,253483.3634,2.386848004,0.000133645,448.6802138,1.21E-05,"[6.48519179051692e-09, 1.1315330886543e-05, 1.13639935245492e-05, 1.14904694094694e-05, 1.16771773875901e-05, 1.1909589120468e-05, 1.22236345805644e-05, 1.25486366406086e-05, 1.27716291748138e-05, 1.29027782306496e-05, 1.29842074948932e-05]"
194.4819636,213.9812593,79588.50704,0.01727179,0.493941029,69797.39733,36.1079711,119.633335,0.771950084,292745.1522,2.575240792,0.000396391,202.229462,2.30E-05,"[1.7375023292176e-10, 2.2862349323749e-05, 2.2862642397671e-05, 2.2875785614819e-05, 2.29197172428035e-05, 2.2937852748567e-05, 2.29464666296907e-05, 2.29529084596065e-05, 2.29575220021534e-05, 2.29609558433212e-05, 2.29636678980768e-05]"
168.4735007,94.3529806,6676.043994,0.364560995,0.361601003,70473.39938,53.98308757,113.7519638,0.21134925,425483.5108,2.522985314,0.00025713,308.4701862,1.36E-05,"[3.43726408729916e-09, 1.29978936129859e-05, 1.30279136396636e-05, 1.31100413342669e-05, 1.32336191324635e-05, 1.33930266304052e-05, 1.3618755124449e-05, 1.38696790050673e-05, 1.40749944206198e-05, 1.42218634263687e-05, 1.43276830930043e-05]"
224.6475224,186.3070293,113.2284235,0.479860468,0.171350908,69843.40697,47.87081185,124.2107737,0.656061804,486573.2338,1.617200475,0.000832139,98.53799329,1.14E-05,"[-4.71458377036026e-09, 1.03136177536113e-05, 1.04221317606883e-05, 1.06826997732541e-05, 1.09960386888784e-05, 1.14006235692995e-05, 1.17468117022431e-05, 1.19321101576997e-05, 1.20280370887963e-05, 1.20890795832585e-05, 1.2134176377524e-05]"
189.5456948,479.2963051,425.0873627,0.249789934,0.584323839,70891.37658,34.52830003,105.7543611,0.295532143,401668.1542,1.901802723,0.000319772,177.3519652,1.69E-05,"[2.19980209941293e-09, 1.60899479766937e-05, 1.61572725585693e-05, 1.63342510598547e-05, 1.66809376323818e-05, 1.6950101623244e-05, 1.70978976575871e-05, 1.71945928031105e-05, 1.72635829623055e-05, 1.73150536099483e-05, 1.73544868727585e-05]"
136.3949965,112.8526177,2502.887902,0.082625674,0.605527343,69584.00811,68.22381529,133.7465615,0.648213325,264307.9264,1.844631315,0.000550132,153.2899456,2.12E-05,"[-5.88912950190413e-09, 2.10194681435791e-05, 2.10233083482461e-05, 2.10340988955474e-05, 2.10526866478072e-05, 2.11034267860465e-05, 2.12274948002064e-05, 2.13280760181525e-05, 2.13766219927321e-05, 2.14125648594673e-05, 2.14423581838097e-05]"
202.6432146,380.5912846,94534.52279,0.196622266,0.309831221,70201.5382,55.08810396,121.4942773,0.246928671,331775.6098,2.699166223,0.00087522,288.8726083,1.82E-05,"[-1.60150465289142e-09, 1.78486323303928e-05, 1.78663095882383e-05, 1.79031106187795e-05, 1.79621017425126e-05, 1.80782818271199e-05, 1.8265502292988e-05, 1.84335735647523e-05, 1.85454000887764e-05, 1.86238152613902e-05, 1.86834757012609e-05]"
182.9024386,323.6287068,6290.11496,0.281328931,0.114476586,70139.07886,58.69027675,107.8750322,0.354957336,473058.66,2.072250978,0.000736977,212.4085554,1.60E-05,"[2.20614783914988e-09, 1.54293261833506e-05, 1.545700705419e-05, 1.5534396437688e-05, 1.56548385282984e-05, 1.58526666375789e-05, 1.61194072215637e-05, 1.63320717692335e-05, 1.64636912615706e-05, 1.6551842220019e-05, 1.66172802351076e-05]"
231.0946012,359.1729572,8647.768115,0.389978199,0.97264808,69379.742,65.76390107,129.6400007,0.324678226,222920.0629,2.104449149,0.000654433,423.3658604,1.30E-05,"[-1.12145290027724e-09, 1.23334736119865e-05, 1.23633399624658e-05, 1.24513156510033e-05, 1.25846117789785e-05, 1.27468582438046e-05, 1.29615856805857e-05, 1.32247422535506e-05, 1.34601673332802e-05, 1.36285853332267e-05, 1.37433922371014e-05]"
199.9978291,289.723131,5152.995565,0.113668353,0.263486436,69136.53764,55.85370053,129.2719745,0.798758474,274517.5897,2.643900907,0.000303749,225.5457297,2.04E-05,"[-8.72282063297615e-09, 2.00358781808875e-05, 2.00461838157813e-05, 2.00722664802014e-05, 2.0139558573198e-05, 2.03103434640419e-05, 2.04741134731025e-05, 2.05443004162753e-05, 2.05896054230921e-05, 2.06252077722727e-05, 2.06529470285452e-05]"
169.4041724,114.3322617,71740.86693,0.209403775,0.824069973,69614.87341,41.82485656,100.1549015,0.261463968,336607.8114,2.693195103,0.000377779,275.2987786,1.79E-05,"[-7.52127587809909e-09, 1.72712453171909e-05, 1.73132358122975e-05, 1.73965153121036e-05, 1.75684781349419e-05, 1.78369206334935e-05, 1.80290043531437e-05, 1.81445830785465e-05, 1.82251677499375e-05, 1.82860685898594e-05, 1.83341865267128e-05]"
139.1702735,328.7846279,304.2830743,0.141525422,0.766025657,70885.37056,46.33169111,121.8091262,0.246770765,300696.9536,2.369603902,0.000755866,138.7018129,1.96E-05,"[2.30717916233723e-09, 1.91940338548327e-05, 1.92055182170075e-05, 1.92374422791374e-05, 1.93090637625346e-05, 1.94637879201811e-05, 1.96186277667332e-05, 1.9717680272224e-05, 1.97858551286811e-05, 1.98376711255144e-05, 1.9878518443288e-05]"
208.9539796,301.5259383,103.6171517,0.523727391,0.219830325,70450.72675,53.04120139,125.8339597,0.348459371,412939.2941,2.587265367,0.000885367,85.59358305,9.95E-06,"[-9.39319205134676e-09, 9.11030291895895e-06, 9.15946114762266e-06, 9.30797269524244e-06, 9.54538006722353e-06, 9.83073473969926e-06, 1.01376010980805e-05, 1.03972932660072e-05, 1.05682024375712e-05, 1.06735916572381e-05, 1.07436954413847e-05]"
154.6953171,160.30361,8550.01622,0.30742803,0.327864459,70963.81669,60.66168537,139.1188376,0.681313245,360910.0098,1.877668879,0.00083242,270.8354853,1.54E-05,"[-4.2434303238856e-09, 1.46597105450143e-05, 1.47086103434543e-05, 1.48158466415873e-05, 1.49658767851149e-05, 1.52114237772179e-05, 1.55318540384996e-05, 1.57641918930149e-05, 1.58967574210931e-05, 1.59811745496747e-05, 1.60426782607449e-05]"
213.4298212,55.2079384,5795.022146,0.503302692,0.497599762,70315.34099,30.97108912,133.8862975,0.588050608,367920.9726,2.193631781,0.000689131,440.8750623,1.12E-05,"[3.39169145063404e-09, 9.83403714571445e-06, 1.01091357533704e-05, 1.06239129225464e-05, 1.11922335917089e-05, 1.14591151601383e-05, 1.15664837472763e-05, 1.16285726753538e-05, 1.16711423651744e-05, 1.17021353581666e-05, 1.17255690707775e-05]"
158.1861894,372.5239421,3612.273753,0.409444036,0.078896581,70286.72048,37.51769887,107.5560849,0.660578555,456343.6804,1.788568862,0.000953599,152.8562876,1.30E-05,"[5.05677232708209e-09, 1.18476701567338e-05, 1.20110749265354e-05, 1.23511621551754e-05, 1.28780887594332e-05, 1.32691270996935e-05, 1.34384015483017e-05, 1.35293562483332e-05, 1.35906523181682e-05, 1.36354846274301e-05, 1.36687208564625e-05]"
233.927135,458.0218091,50039.32256,0.318966894,0.864877034,69367.32766,69.28572037,110.8337292,0.453160706,489653.0679,1.629425552,0.000540436,409.5886127,1.47E-05,"[-8.3989221134368e-09, 1.40692193086256e-05, 1.40980615166908e-05, 1.41843305673407e-05, 1.42966266843849e-05, 1.44446432253084e-05, 1.46806698195281e-05, 1.49732770036284e-05, 1.52019666656596e-05, 1.53419084316828e-05, 1.54322774788972e-05]"
184.4277504,222.6815076,261.7348802,0.235844253,0.703844727,69902.80063,63.77336212,118.4588107,0.711186511,254599.0858,2.45170439,0.000464313,164.2463428,1.72E-05,"[-6.29437749497423e-09, 1.66185366044923e-05, 1.66426105451631e-05, 1.67036453022284e-05, 1.67957295683027e-05, 1.69628176905036e-05, 1.72368222883961e-05, 1.74681033840119e-05, 1.75950981940276e-05, 1.76724411266761e-05, 1.77292375496415e-05]"
198.0284902,76.05874601,454.9522282,0.045371821,0.018313757,69742.27745,45.33310033,103.2641565,0.433040044,384116.4625,1.693722118,0.000112869,184.610829,2.22E-05,"[-4.14172151163554e-09, 2.20309096074729e-05, 2.20331292324306e-05, 2.20417792018092e-05, 2.21042167336439e-05, 2.21800863826114e-05, 2.22179504219057e-05, 2.22420854838691e-05, 2.22588661039807e-05, 2.22714850700933e-05, 2.22815654643298e-05]"
220.585291,499.7092251,21510.26701,0.04191873,0.165966513,69270.73184,57.58475814,113.9960888,0.482509288,446179.869,1.937524618,0.000164784,231.2239116,2.24E-05,"[-4.41999372601609e-09, 2.2238407413383e-05, 2.22388265503871e-05, 2.22413857772975e-05, 2.22524963064419e-05, 2.23081334087676e-05, 2.23753485830757e-05, 2.24034858467823e-05, 2.24209514961335e-05, 2.24356449801365e-05, 2.24475839874065e-05]"
166.8842265,163.8458934,646.1705607,0.478606965,0.126241074,69804.46625,65.4339431,116.8269481,0.203624834,314214.2882,2.137502269,0.000449714,101.6709681,1.09E-05,"[1.38475620845473e-09, 1.03418475240737e-05, 1.03613043402967e-05, 1.04296482919116e-05, 1.05448449343939e-05, 1.06808441348885e-05, 1.08344694259834e-05, 1.10211703627945e-05, 1.12337266298841e-05, 1.14378630574344e-05, 1.16060228821729e-05]"
190.3822016,446.4396905,79089.08925,0.251089527,0.397517604,69078.74291,34.95263698,104.8177581,0.621550123,333433.618,2.015145709,0.000957977,311.0842518,1.71E-05,"[-9.86956605423633e-09, 1.61828998262772e-05, 1.62914153754755e-05, 1.65805028512419e-05, 1.70277182862979e-05, 1.7253124741644e-05, 1.73651644740011e-05, 1.7438664901447e-05, 1.74915204903399e-05, 1.75301610339756e-05, 1.75595034966299e-05]"
228.2668378,388.7430623,3885.20207,0.172787686,0.639348481,70652.53913,67.48537196,136.9342926,0.531708809,241997.0265,2.206202346,0.000677659,279.8366796,1.88E-05,"[-6.31294316873161e-09, 1.84348512312404e-05, 1.84466994689863e-05, 1.84788936371567e-05, 1.85255964438047e-05, 1.86249155299962e-05, 1.8828826811817e-05, 1.90151573352903e-05, 1.9113578671696e-05, 1.91775947436224e-05, 1.9228375352334e-05]"
150.3954011,422.5435487,5977.517705,0.204724929,0.973368016,70729.72546,38.57942997,134.9331422,0.378998564,429737.472,2.414390229,0.00059107,226.6056984,1.80E-05,"[-7.49177466008972e-09, 1.73260983796349e-05, 1.73856188385921e-05, 1.75178684410159e-05, 1.78091261669059e-05, 1.80566496282747e-05, 1.81830334279261e-05, 1.82638260118014e-05, 1.83212383431092e-05, 1.83641026012831e-05, 1.83974108438088e-05]"
223.8884679,263.4423594,748.5949683,0.395135251,0.659261573,70076.57426,50.95533475,123.0091762,0.616483435,211167.4338,1.741967656,0.00035687,240.4843578,1.35E-05,"[6.14927837149744e-09, 1.24737293906982e-05, 1.25557361531428e-05, 1.27533006273127e-05, 1.3021963523348e-05, 1.34247530700907e-05, 1.37746381042522e-05, 1.39673277497718e-05, 1.40752281087538e-05, 1.41465203855838e-05, 1.41985314018174e-05]"
175.2759988,230.4370611,87652.47416,0.055040815,0.53749355,70535.57672,33.31653559,126.535802,0.30205533,409667.1689,2.513784547,0.000278557,194.8044496,2.21E-05,"[-1.73635798045524e-09, 2.19603733793367e-05, 2.19615903795733e-05, 2.19892199405965e-05, 2.2079395718768e-05, 2.2135978811156e-05, 2.21689196673375e-05, 2.21916725118159e-05, 2.22082580671613e-05, 2.22209019922471e-05, 2.22310128319472e-05]"
134.2483497,196.0874927,95598.95023,0.355075677,0.41052939,69424.34435,59.0905158,131.9149419,0.500567387,279452.1369,1.828701785,0.000215233,315.4669797,1.40E-05,"[-6.94025037838816e-09, 1.32374156364703e-05, 1.3285848080129e-05, 1.34075348092956e-05, 1.3582302163792e-05, 1.38377363212417e-05, 1.41863331413613e-05, 1.44612451461765e-05, 1.46150337225228e-05, 1.47120788497205e-05, 1.47825512331057e-05]"
141.8896314,342.6455393,1660.900392,0.377516575,0.918859345,69500.95895,48.39696657,109.8240229,0.384506948,470687.7085,2.274127287,0.00078579,239.9763056,1.37E-05,"[8.64213438316516e-09, 1.28047060428753e-05, 1.28785986488095e-05, 1.30477950230519e-05, 1.32894025351946e-05, 1.36521378634031e-05, 1.3988758559817e-05, 1.41805612449835e-05, 1.4292225486666e-05, 1.43698872913268e-05, 1.44295097487626e-05]"
178.9015485,121.5121747,94509.12192,0.472722822,0.57413623,70195.69809,42.62195973,114.1027998,0.745556724,229746.6177,2.04398984,0.000635979,502.661358,1.15E-05,"[7.52130861766421e-09, 1.03748234689269e-05, 1.05166464247819e-05, 1.08306232381532e-05, 1.12406977813282e-05, 1.16981909591546e-05, 1.19688564187764e-05, 1.20956549838523e-05, 1.21699728610348e-05, 1.22206121040052e-05, 1.22587407745579e-05]"
132.7128424,259.1666021,65328.37888,0.226065247,0.906256947,69215.74186,59.84033111,106.7701735,0.521036578,332308.4648,2.364048261,0.000360223,229.8551265,1.77E-05,"[8.9550706497938e-09, 1.71219051302112e-05, 1.71466001436811e-05, 1.72098031949498e-05, 1.73165289685422e-05, 1.75049377139018e-05, 1.77717135608327e-05, 1.79515826903725e-05, 1.80478160745756e-05, 1.81139077205983e-05, 1.81640307969517e-05]"
189.6648068,109.5600575,5406.549138,0.093586102,0.231101601,69938.22674,31.00615904,129.5710347,0.626728975,312477.3804,2.402816251,0.000388209,208.1815211,2.12E-05,"[9.19850510041161e-09, 2.07862925439418e-05, 2.08169953937125e-05, 2.09850536883463e-05, 2.11666978514316e-05, 2.12322459853637e-05, 2.12765820658733e-05, 2.13065982542471e-05, 2.13281345292382e-05, 2.13445995372158e-05, 2.13574273547443e-05]"
196.4580867,292.2639444,5559.422615,0.173823815,0.640977981,70177.98298,54.43015652,133.2693841,0.301692225,263590.2851,2.534715245,0.000418608,255.8497224,1.87E-05,"[-2.19753021832496e-10, 1.83073264147606e-05, 1.83272785782516e-05, 1.8379005649961e-05, 1.8463841223259e-05, 1.86108230910836e-05, 1.88105413528199e-05, 1.89546947198467e-05, 1.90446951704225e-05, 1.91098189112358e-05, 1.9160728319598e-05]"
209.8679037,126.2284828,3634.048425,0.380464281,0.982136468,69119.13671,50.58568587,139.9891127,0.731295354,346424.5927,1.967444309,0.000174522,388.8814424,1.35E-05,"[6.18970053004414e-09, 1.25280940195565e-05, 1.26024286467427e-05, 1.27889786091653e-05, 1.30492287786492e-05, 1.34512571010531e-05, 1.38189318532151e-05, 1.40158367088571e-05, 1.41208947368669e-05, 1.4190072703859e-05, 1.42416094904688e-05]"
202.832141,187.2478682,38090.83056,0.446251736,0.341637161,69881.24179,56.51009059,100.6956557,0.557174143,252288.5903,2.253623017,0.000223902,456.6893123,1.21E-05,"[2.8511312161691e-09, 1.11738759537389e-05, 1.12427556380036e-05, 1.14104002010838e-05, 1.16353786233405e-05, 1.19392863951504e-05, 1.23147943847744e-05, 1.2600061487814e-05, 1.27587380122338e-05, 1.28524119471999e-05, 1.29179679111733e-05]"
164.0356675,227.2054231,74679.49744,0.348263856,0.048755041,70063.49774,39.06750534,124.8723035,0.213182372,354857.3794,2.266825953,0.000681155,240.9019638,1.42E-05,"[-5.98285749691482e-09, 1.34945796796397e-05, 1.35394139846153e-05, 1.36503563346198e-05, 1.38209387719182e-05, 1.40736591212669e-05, 1.43382772480727e-05, 1.45360411442458e-05, 1.46722627366965e-05, 1.47697399630707e-05, 1.48432164108194e-05]"
172.80913,141.3719345,25050.37286,0.04111932,0.760954287,70326.38315,48.70869414,116.734006,0.77733271,477420.0035,2.166506359,0.000493928,190.3133421,2.23E-05,"[-1.09881421113221e-09, 2.21136931354472e-05, 2.21152189199914e-05, 2.21210622690986e-05, 2.2168466519007e-05, 2.22655708556094e-05, 2.23028552773019e-05, 2.23253184100109e-05, 2.23435219183127e-05, 2.23569155627239e-05, 2.23670590783333e-05]"
157.7435484,330.2594886,8066.793037,0.154255168,0.264661072,69539.32259,42.43903996,119.6724988,0.287104747,370940.4884,1.813025395,0.000249348,202.5768085,1.91E-05,"[-2.28053087811392e-09, 1.86527465663269e-05, 1.86762167092478e-05, 1.87389328705253e-05, 1.88831647492029e-05, 1.91038767639416e-05, 1.92518729832001e-05, 1.9341893023897e-05, 1.94065096409361e-05, 1.94565121308467e-05, 1.94964284217287e-05]"
218.2765027,300.1496407,608.9561115,0.044209263,0.383853337,69488.1917,69.70047226,123.8537702,0.740872091,422623.2548,1.683279211,0.000708851,214.1669937,2.22E-05,"[9.03088959848997e-09, 2.20990003188062e-05, 2.20994090231362e-05, 2.21005038687329e-05, 2.21052465851834e-05, 2.21293930906076e-05, 2.22062314525636e-05, 2.22750898543373e-05, 2.23015702666283e-05, 2.23188843451756e-05, 2.23351473613368e-05]"
138.7633615,92.28556739,119.3432909,0.378590972,0.828974201,69399.95513,35.58220894,105.9935972,0.702642242,491814.8532,2.080597238,0.000599937,105.6381223,1.40E-05,"[-9.11950824868409e-09, 1.27810732172014e-05, 1.29572701754634e-05, 1.33211398952444e-05, 1.38832664692942e-05, 1.42247546629661e-05, 1.43702810586613e-05, 1.44580282025949e-05, 1.45174389004282e-05, 1.45600613989527e-05, 1.45913977615433e-05]"
234.362017,384.1021544,421.2656876,0.026813095,0.198169323,69055.62962,36.10708678,135.3549423,0.584508364,223942.9573,2.098509222,0.000999211,228.0359791,2.28E-05,"[8.81122459240192e-09, 2.26435023062272e-05, 2.26438506176358e-05, 2.26671721907104e-05, 2.27307189164739e-05, 2.27558607433388e-05, 2.27727200331183e-05, 2.27826686272038e-05, 2.27909173873823e-05, 2.27971830088029e-05, 2.28017088134294e-05]"
152.7564576,442.7778892,89514.10709,0.357082168,0.894997282,70751.96639,32.93715439,114.0160357,0.439296781,241317.6885,1.71805868,0.000313612,334.0160787,1.42E-05,"[-1.02066558275066e-08, 1.30458587670181e-05, 1.32564207352279e-05, 1.36631589730187e-05, 1.41478873898128e-05, 1.44152989148029e-05, 1.4545449871814e-05, 1.46266752310146e-05, 1.46837485215159e-05, 1.47265592429567e-05, 1.47604713561986e-05]"
225.7336663,387.8658765,8359.497677,0.305956798,0.137251868,70443.22066,41.37295193,110.2893832,0.5984884,385102.8539,2.572644016,0.000135812,273.671319,1.54E-05,"[3.93768603937945e-09, 1.44197193981099e-05, 1.45209498800645e-05, 1.47406778476855e-05, 1.51623400085566e-05, 1.55577485390246e-05, 1.57373342586157e-05, 1.58391870151653e-05, 1.59076997552117e-05, 1.59566856361766e-05, 1.59930313039142e-05]"
211.012234,411.6834344,713.3451429,0.195080886,0.707932701,70241.28559,64.16660136,126.0523528,0.461635619,464837.2457,1.903664957,0.000924443,218.7036012,1.82E-05,"[5.23285248568776e-09, 1.77377072177687e-05, 1.77484791721239e-05, 1.77873277244024e-05, 1.78601853709182e-05, 1.79942704854087e-05, 1.82294697402785e-05, 1.84327211284517e-05, 1.85415106520953e-05, 1.86087847242253e-05, 1.86603975009358e-05]"
231.5220718,247.250456,9714.731539,0.508835757,0.53443945,69738.85668,62.16327515,136.7578002,0.674525842,277178.3137,1.863067065,0.000558372,496.4904109,1.03E-05,"[-6.45269893889209e-09, 9.42621477095261e-06, 9.47259377286353e-06, 9.61853755300025e-06, 9.85248680700357e-06, 1.01114314543997e-05, 1.04181064460955e-05, 1.07231056039033e-05, 1.09469312446834e-05, 1.10819266939707e-05, 1.1161285890645e-05]"
186.0239037,476.3152377,31089.04695,0.42794945,0.651412559,70529.43181,47.16188132,103.5594219,0.355785202,296998.2348,2.426969327,0.000807948,408.1761144,1.25E-05,"[-2.22269192056733e-10, 1.15310923299019e-05, 1.16042405315525e-05, 1.18016957430561e-05, 1.20703184824349e-05, 1.24469995254706e-05, 1.2778219245789e-05, 1.29715256218788e-05, 1.30858255283666e-05, 1.31631616272626e-05, 1.32197106796865e-05]"
141.9329932,173.6578367,15014.35839,0.45661181,0.411611697,70649.27405,52.7673175,109.2387213,0.336486084,429847.4657,2.025588058,0.000866344,357.7622695,1.16E-05,"[-9.39540427827259e-09, 1.0677141584804e-05, 1.07399853098812e-05, 1.09151852213394e-05, 1.1150085455592e-05, 1.1439831322859e-05, 1.17668153979336e-05, 1.2024161093459e-05, 1.21841450768294e-05, 1.22849310866582e-05, 1.23558214828412e-05]"
170.9786337,353.3738527,467.077964,0.155175877,0.083289442,70854.14433,60.01426903,131.7501436,0.479232315,407084.821,2.627470277,0.000857021,139.1944705,1.91E-05,"[-3.00896296967792e-09, 1.87264458984331e-05, 1.87391758334605e-05, 1.87801556651893e-05, 1.88434630810529e-05, 1.89925233388146e-05, 1.92068298748996e-05, 1.93331682785791e-05, 1.94008970978953e-05, 1.9451229501067e-05, 1.94911421101174e-05]"
150.3084098,482.3836156,190.0253861,0.246823466,0.574800614,70916.13927,67.75846799,112.4886531,0.388946839,441254.5533,2.661939047,0.000759663,125.2820498,1.71E-05,"[-4.19552239982056e-09, 1.65806243574721e-05, 1.65975713910434e-05, 1.66476978670254e-05, 1.67234083175302e-05, 1.68330109426107e-05, 1.70396874520313e-05, 1.72914712571027e-05, 1.74545800641449e-05, 1.75505045386503e-05, 1.76211204323122e-05]"
178.3164759,53.09897457,942.723462,0.343803655,0.474669905,69660.31578,44.50733067,120.9257237,0.242452646,204534.9328,1.607875941,0.000546158,197.2081936,1.44E-05,"[8.14572605666106e-09, 1.36404480396462e-05, 1.36923584005561e-05, 1.38145555018112e-05, 1.39883718904713e-05, 1.42440598207606e-05, 1.45304909388532e-05, 1.47406958228149e-05, 1.48806488365599e-05, 1.49794737817324e-05, 1.50538450385481e-05]"
149.3317689,73.0680991,834.7451934,0.257088389,0.280380248,69124.34227,33.60422971,108.6471549,0.657963405,245684.6263,1.938532291,0.000141037,145.821038,1.68E-05,"[-5.2581073733421e-09, 1.58426300142734e-05, 1.59717949426767e-05, 1.62869468538235e-05, 1.67787906628813e-05, 1.69987570973194e-05, 1.71126504614808e-05, 1.71873205701752e-05, 1.72409577456795e-05, 1.72806700568912e-05, 1.73110129381158e-05]"
192.7299486,417.0858713,98846.04189,0.011095709,0.69198618,70160.20239,43.83567076,102.3825039,0.69854847,241972.228,1.690995476,0.000621272,197.7189978,2.31E-05,"[-3.72377068658459e-09, 2.29998183267528e-05, 2.30010750457768e-05, 2.30045936467573e-05, 2.30305112773497e-05, 2.30570548849903e-05, 2.30659292254361e-05, 2.30724962671567e-05, 2.30776276946448e-05, 2.30811672972927e-05, 2.30839343856025e-05]"
196.1318429,278.9658894,453.7964837,0.535738773,0.10589372,70418.38116,61.42482593,137.3226422,0.317318619,272392.2993,1.786091586,0.000981053,91.48183814,9.65E-06,"[7.47385427841196e-09, 8.98043202487775e-06, 9.00100104691335e-06, 9.09065139090178e-06, 9.26425053752602e-06, 9.47155301672383e-06, 9.70749699001995e-06, 9.95823092784134e-06, 1.01806676977906e-05, 1.03455945894895e-05, 1.04575737647942e-05]"
